gene_symbol	ensembl_gene_id	uniprot_id	protein_class	is_secreted	signal_peptide	orf_length_bp
NFKB1	ENSG00000109320	P19838	transcription_factor	False	False	2904
NFKB2	ENSG00000077150	Q00653	transcription_factor	False	False	2700
NFKBIA	ENSG00000100906	P25963	unknown	False	False	951
NFKBIB	ENSG00000104825	Q15653	unknown	False	False	1068
NFKBID	ENSG00000167604	Q8NI38	unknown	False	False	939
NFKBIE	ENSG00000146232	O00221	unknown	False	False	1500
NFKBIL1	ENSG00000204498	Q9UBC1	unknown	False	False	1143
NFKBIZ	ENSG00000144802	Q9BYH8	unknown	False	False	2154
NFRKB	ENSG00000170322	Q6P4R8	transcription_factor	False	False	3897
NFS1	ENSG00000244005	Q9Y697	cofactor_protein	False	False	1371
NFU1	ENSG00000169599	Q9UMS0	unknown	False	False	762
NFX1	ENSG00000086102	Q12986	transcription_factor	False	False	3360
NFXL1	ENSG00000170448	Q6ZNB6	membrane_protein	False	False	2733
NFYA	ENSG00000001167	P23511	transcription_factor	False	False	1041
NFYB	ENSG00000120837	P25208	transcription_factor	False	False	621
NFYC	ENSG00000066136	Q13952	transcription_factor	False	False	1374
NGB	ENSG00000165553	Q9NPG2	enzyme	False	False	453
NGDN	ENSG00000129460	Q8NEJ9	unknown	False	False	945
NGEF	ENSG00000066248	Q8N5V2	signaling_adapter	False	False	2130
NGF	ENSG00000134259	P01138	secreted_growth_factor	True	True	723
NGFR	ENSG00000064300	P08138	receptor	False	True	1281
NGLY1	ENSG00000151092	Q96IV0	enzyme	False	False	1962
NGRN	ENSG00000182768	Q9NPE2	secreted_protein	True	True	873
NHEJ1	ENSG00000187736	Q9H9Q4	unknown	False	False	897
NHERF1	ENSG00000109062	O14745	membrane_protein	False	False	1074
NHERF2	ENSG00000065054	Q15599	membrane_protein	False	False	1011
NHERF4	ENSG00000172367	Q86UT5	membrane_protein	False	False	1713
NHLH1	ENSG00000171786	Q02575	transcription_factor	False	False	399
NHLH2	ENSG00000177551	Q02577	transcription_factor	False	False	405
NHLRC1	ENSG00000187566	Q6VVB1	enzyme	False	False	1185
NHLRC2	ENSG00000196865	Q8NBF2	unknown	False	False	2178
NHLRC3	ENSG00000188811	Q5JS37	secreted_protein	True	True	1041
NHLRC4	ENSG00000257108	P0CG21	unknown	False	False	369
NHP2	ENSG00000145912	Q9NX24	rna_binding	False	False	459
NHS	ENSG00000188158	Q6T4R5	membrane_protein	False	False	4953
NHSL1	ENSG00000135540	Q5SYE7	unknown	False	False	4830
NHSL2	ENSG00000204131	Q5HYW2	unknown	False	False	3675
NHSL3	ENSG00000162522	Q9P206	unknown	False	False	3105
NIBAN1	ENSG00000135842	Q9BZQ8	membrane_protein	False	False	2784
NIBAN2	ENSG00000136830	Q96TA1	membrane_protein	False	False	2238
NIBAN3	ENSG00000167483	Q86XR2	unknown	False	False	2091
NICN1	ENSG00000145029	Q9BSH3	unknown	False	False	639
NICOL1	ENSG00000243449	Q5BLP8	secreted_protein	True	True	285
NID1	ENSG00000116962	P14543	secreted_protein	True	True	3741
NID2	ENSG00000087303	Q14112	secreted_protein	True	True	4125
NIF3L1	ENSG00000196290	Q9GZT8	unknown	False	False	1131
NIFK	ENSG00000155438	Q9BYG3	rna_binding	False	False	879
NIM1K	ENSG00000177453	Q8IY84	kinase	False	False	1308
NIN	ENSG00000100503	Q8N4C6	cytoskeletal	False	False	6270
NINJ1	ENSG00000131669	Q92982	secreted_protein	True	False	456
NINJ2	ENSG00000171840	Q9NZG7	membrane_protein	False	False	426
NINL	ENSG00000101004	Q9Y2I6	cytoskeletal	False	False	4146
NIP7	ENSG00000132603	Q9Y221	rna_binding	False	False	540
NIPA1	ENSG00000170113	Q7RTP0	transporter	False	False	987
NIPA2	ENSG00000140157	Q8N8Q9	transporter	False	False	1080
NIPAL1	ENSG00000163293	Q6NVV3	transporter	False	False	1230
NIPAL2	ENSG00000104361	Q9H841	membrane_protein	False	False	1149
NIPAL3	ENSG00000001461	Q6P499	membrane_protein	False	False	1218
NIPAL4	ENSG00000172548	Q0D2K0	transporter	False	False	1212
NIPBL	ENSG00000164190	Q6KC79	unknown	False	False	8412
NIPSNAP1	ENSG00000184117	Q9BPW8	unknown	False	False	852
NIPSNAP2	ENSG00000146729	O75323	unknown	False	False	858
NIPSNAP3A	ENSG00000136783	Q9UFN0	unknown	False	False	741
NIPSNAP3B	ENSG00000165028	Q9BS92	unknown	False	False	741
NISCH	ENSG00000010322	Q9Y2I1	receptor	False	False	4512
NIT1	ENSG00000158793	Q86X76	enzyme	False	False	981
NIT2	ENSG00000114021	Q9NQR4	enzyme	False	False	828
NKAIN1	ENSG00000084628	Q4KMZ8	membrane_protein	False	True	621
NKAIN2	ENSG00000188580	Q5VXU1	membrane_protein	False	False	624
NKAIN3	ENSG00000185942	Q8N8D7	membrane_protein	False	False	591
NKAIN4	ENSG00000101198	Q8IVV8	membrane_protein	False	False	624
NKAP	ENSG00000101882	Q8N5F7	unknown	False	False	1245
NKAPD1	ENSG00000150776	Q6ZUT1	unknown	False	False	876
NKAPL	ENSG00000189134	Q5M9Q1	unknown	False	False	1206
NKD1	ENSG00000140807	Q969G9	membrane_protein	False	False	1410
NKD2	ENSG00000145506	Q969F2	transport_protein	False	False	1353
NKG7	ENSG00000105374	Q16617	membrane_protein	False	False	495
NKIRAS1	ENSG00000197885	Q9NYS0	unknown	False	False	576
NKIRAS2	ENSG00000168256	Q9NYR9	unknown	False	False	573
NKPD1	ENSG00000179846	Q17RQ9	membrane_protein	False	False	1830
NKRF	ENSG00000186416	O15226	transcription_factor	False	False	2070
NKTR	ENSG00000114857	P30414	enzyme	False	False	4386
NKX1-1	ENSG00000235608	Q15270	unknown	False	False	1344
NKX1-2	ENSG00000229544	Q9UD57	unknown	False	False	930
NKX2-1	ENSG00000136352	P43699	transcription_factor	False	False	1113
NKX2-2	ENSG00000125820	O95096	transcription_factor	False	False	819
NKX2-3	ENSG00000119919	Q8TAU0	transcription_factor	False	False	1092
NKX2-4	ENSG00000125816	Q9H2Z4	unknown	False	False	1062
NKX2-5	ENSG00000183072	P52952	unknown	False	False	972
NKX2-6	ENSG00000180053	A6NCS4	transcription_factor	False	False	903
NKX2-8	ENSG00000136327	O15522	unknown	False	False	717
NKX3-1	ENSG00000167034	Q99801	transcription_factor	False	False	702
NKX3-2	ENSG00000109705	P78367	transcription_factor	False	False	999
NKX6-1	ENSG00000163623	P78426	transcription_factor	False	False	1101
NKX6-2	ENSG00000148826	Q9C056	unknown	False	False	831
NKX6-3	ENSG00000165066	A6NJ46	transcription_factor	False	False	795
NLE1	ENSG00000073536	Q9NVX2	unknown	False	False	1455
NLGN1	ENSG00000169760	Q8N2Q7	membrane_protein	False	True	2589
NLGN2	ENSG00000169992	Q8NFZ4	membrane_protein	False	True	2505
NLGN3	ENSG00000196338	Q9NZ94	membrane_protein	False	True	2544
NLGN4X	ENSG00000146938	Q8N0W4	membrane_protein	False	True	2448
NLGN4Y	ENSG00000165246	Q8NFZ3	membrane_protein	False	True	2448
NLK	ENSG00000087095	Q9UBE8	kinase	False	False	1581
NLN	ENSG00000123213	Q9BYT8	enzyme	False	False	2112
NLRC3	ENSG00000167984	Q7RTR2	unknown	False	False	3195
NLRC4	ENSG00000091106	Q9NPP4	unknown	False	False	3072
NLRC5	ENSG00000140853	Q86WI3	unknown	False	False	5598
NLRP1	ENSG00000091592	Q9C000	enzyme	False	False	4419
NLRP10	ENSG00000182261	Q86W26	membrane_protein	False	False	1965
NLRP11	ENSG00000179873	P59045	unknown	False	False	3099
NLRP12	ENSG00000142405	P59046	unknown	False	False	3183
NLRP13	ENSG00000173572	Q86W25	unknown	False	False	3129
NLRP14	ENSG00000158077	Q86W24	unknown	False	False	3279
NLRP2	ENSG00000022556	Q9NX02	unknown	False	False	3186
NLRP2B	ENSG00000215174	P0DMW2	unknown	False	False	135
NLRP4	ENSG00000160505	Q96MN2	unknown	False	False	2982
NLRP5	ENSG00000171487	P59047	unknown	False	False	3600
NLRP6	ENSG00000174885	P59044	membrane_protein	False	False	2676
NLRP7	ENSG00000167634	Q8WX94	unknown	False	False	2940
NLRP8	ENSG00000179709	Q86W28	unknown	False	False	3144
NLRP9	ENSG00000185792	Q7RTR0	unknown	False	False	2973
NLRX1	ENSG00000160703	Q86UT6	membrane_protein	False	False	2925
NMB	ENSG00000197696	P08949	secreted_precursor	True	True	363
NMBR	ENSG00000135577	P28336	gpcr	False	False	1170
NMD3	ENSG00000169251	Q96D46	transport_protein	False	False	1509
NME1	ENSG00000239672	P15531	kinase	False	False	456
NME2	ENSG00000243678	P22392	kinase	False	False	456
NME3	ENSG00000103024	Q13232	kinase	False	False	507
NME4	ENSG00000103202	O00746	kinase	False	False	561
NME5	ENSG00000112981	P56597	cytoskeletal	False	False	636
NME6	ENSG00000172113	O75414	kinase	False	False	558
NME7	ENSG00000143156	Q9Y5B8	kinase	False	False	1128
NME8	ENSG00000086288	Q8N427	enzyme	False	False	1764
NME9	ENSG00000181322	Q86XW9	cytoskeletal	False	False	990
NMI	ENSG00000123609	Q13287	secreted_peptide	True	False	921
NMNAT1	ENSG00000173614	Q9HAN9	enzyme	False	False	837
NMNAT2	ENSG00000157064	Q9BZQ4	enzyme	False	False	921
NMNAT3	ENSG00000163864	Q96T66	enzyme	False	False	756
NMRAL1	ENSG00000153406	Q9HBL8	unknown	False	False	897
NMRK1	ENSG00000106733	Q9NWW6	kinase	False	False	597
NMRK2	ENSG00000077009	Q9NPI5	kinase	False	False	690
NMS	ENSG00000204640	Q5H8A3	secreted_neuropeptide	True	True	459
NMT1	ENSG00000136448	P30419	enzyme	False	False	1488
NMT2	ENSG00000152465	O60551	enzyme	False	False	1494
NMU	ENSG00000109255	P48645	secreted_neuropeptide	True	True	522
NMUR1	ENSG00000171596	Q9HB89	gpcr	False	False	1278
NMUR2	ENSG00000132911	Q9GZQ4	gpcr	False	False	1245
NNAT	ENSG00000053438	Q16517	unknown	False	False	243
NNMT	ENSG00000166741	P40261	enzyme	False	False	792
NNT	ENSG00000112992	Q13423	membrane_protein	False	False	3258
NOA1	ENSG00000084092	Q8NC60	membrane_protein	False	False	2094
NOB1	ENSG00000141101	Q9ULX3	enzyme	False	False	1236
NOBOX	ENSG00000106410	O60393	transcription_factor	False	False	2073
NOC2L	ENSG00000188976	Q9Y3T9	unknown	False	False	2247
NOC3L	ENSG00000173145	Q8WTT2	unknown	False	False	2400
NOC4L	ENSG00000184967	Q9BVI4	membrane_protein	False	False	1548
NOCT	ENSG00000151014	Q9UK39	rna_binding	False	False	1293
NOD1	ENSG00000106100	Q9Y239	membrane_protein	False	False	2859
NOD2	ENSG00000167207	Q9HC29	membrane_protein	False	False	3120
NODAL	ENSG00000156574	Q96S42	secreted_growth_factor	True	True	1041
NOG	ENSG00000183691	Q13253	secreted_protein	True	True	696
NOL10	ENSG00000115761	Q9BSC4	unknown	False	False	2064
NOL11	ENSG00000130935	Q9H8H0	unknown	False	False	2157
NOL12	ENSG00000273899	Q9UGY1	rna_binding	False	False	639
NOL3	ENSG00000140939	O60936	membrane_protein	False	False	624
NOL4	ENSG00000101746	O94818	unknown	False	False	1914
NOL4L	ENSG00000197183	Q96MY1	unknown	False	False	1308
NOL6	ENSG00000165271	Q9H6R4	rna_binding	False	False	3438
NOL7	ENSG00000225921	Q9UMY1	unknown	False	False	771
NOL8	ENSG00000198000	Q76FK4	rna_binding	False	False	3501
NOL9	ENSG00000162408	Q5SY16	kinase	False	False	2106
NOLC1	ENSG00000166197	Q14978	unknown	False	False	2097
NOM1	ENSG00000146909	Q5C9Z4	unknown	False	False	2580
NOMO1	ENSG00000103512	Q15155	membrane_protein	False	True	3666
NOMO2	ENSG00000185164	Q5JPE7	membrane_protein	False	True	3801
NOMO3	ENSG00000103226	P69849	membrane_protein	False	True	3666
NONO	ENSG00000147140	Q15233	transcription_factor	False	False	1413
NOP10	ENSG00000182117	Q9NPE3	unknown	False	False	192
NOP14	ENSG00000087269	P78316	unknown	False	False	2571
NOP16	ENSG00000048162	Q9Y3C1	unknown	False	False	534
NOP2	ENSG00000111641	P46087	rna_binding	False	False	2436
NOP53	ENSG00000105373	Q9NZM5	unknown	False	False	1434
NOP56	ENSG00000101361	O00567	unknown	False	False	1782
NOP58	ENSG00000055044	Q9Y2X3	unknown	False	False	1587
NOP9	ENSG00000196943	Q86U38	rna_binding	False	False	1908
NOPCHAP1	ENSG00000151131	Q8N5I9	unknown	False	False	555
NOS1	ENSG00000089250	P29475	enzyme	False	False	4302
NOS1AP	ENSG00000198929	O75052	unknown	False	False	1518
NOS2	ENSG00000007171	P35228	enzyme	False	False	3459
NOS3	ENSG00000164867	P29474	cytoskeletal	False	False	3609
NOSIP	ENSG00000142546	Q9Y314	enzyme	False	False	903
NOSTRIN	ENSG00000163072	Q8IVI9	cytoskeletal	False	False	1518
NOTCH1	ENSG00000148400	P46531	receptor	False	True	7665
NOTCH2	ENSG00000134250	Q04721	receptor	False	True	7413
NOTCH2NLA	ENSG00000264343	Q7Z3S9	secreted_protein	True	False	708
NOTCH2NLB	ENSG00000286019	P0DPK3	secreted_protein	True	True	825
NOTCH2NLC	ENSG00000286219	P0DPK4	secreted_protein	True	False	879
NOTCH2NLR	ENSG00000286106	A0A096LNW5	unknown	False	True	822
NOTCH3	ENSG00000074181	Q9UM47	receptor	False	True	6963
NOTCH4	ENSG00000204301	Q99466	receptor	False	True	6009
NOTO	ENSG00000214513	A8MTQ0	transcription_factor	False	False	753
NOTUM	ENSG00000185269	Q6P988	secreted_enzyme	True	True	1488
NOVA1	ENSG00000139910	P51513	rna_binding	False	False	1521
NOVA2	ENSG00000104967	Q9UNW9	rna_binding	False	False	1476
NOX1	ENSG00000007952	Q9Y5S8	transport_protein	False	False	1692
NOX3	ENSG00000074771	Q9HBY0	enzyme	False	False	1704
NOX4	ENSG00000086991	Q9NPH5	enzyme	False	False	1734
NOX5	ENSG00000255346	Q96PH1	ion_channel	False	False	2295
NOXA1	ENSG00000188747	Q86UR1	signaling_adapter	False	False	1428
NOXO1	ENSG00000196408	Q8NFA2	signaling_adapter	False	False	1128
NOXRED1	ENSG00000165555	Q6NXP6	enzyme	False	False	1077
NPAP1	ENSG00000185823	Q9NZP6	membrane_protein	False	False	3468
NPAS1	ENSG00000130751	Q99742	transcription_factor	False	False	1770
NPAS2	ENSG00000170485	Q99743	transcription_factor	False	False	2472
NPAS3	ENSG00000151322	Q8IXF0	transcription_factor	False	False	2799
NPAS4	ENSG00000174576	Q8IUM7	transcription_factor	False	False	2406
NPAT	ENSG00000149308	Q14207	unknown	False	False	4281
NPB	ENSG00000183979	Q8NG41	secreted_neuropeptide	True	True	375
NPBWR1	ENSG00000288611	P48145	gpcr	False	False	984
NPBWR2	ENSG00000125522	P48146	gpcr	False	False	999
NPC1	ENSG00000141458	O15118	transport_protein	False	True	3834
NPC1L1	ENSG00000015520	Q9UHC9	transport_protein	False	True	4077
NPC2	ENSG00000119655	P61916	secreted_transfer_protein	True	True	453
NPDC1	ENSG00000107281	Q9NQX5	membrane_protein	False	True	975
NPEPL1	ENSG00000215440	Q8NDH3	enzyme	False	False	1569
NPEPPS	ENSG00000141279	P55786	enzyme	False	False	2757
NPFF	ENSG00000139574	O15130	secreted_neuropeptide	True	True	339
NPFFR1	ENSG00000148734	Q9GZQ6	gpcr	False	False	1290
NPFFR2	ENSG00000056291	Q9Y5X5	gpcr	False	False	1566
NPHP1	ENSG00000144061	O15259	cytoskeletal	False	False	2196
NPHP3	ENSG00000113971	Q7Z494	unknown	False	False	3990
NPHP4	ENSG00000131697	O75161	cytoskeletal	False	False	4278
NPHS1	ENSG00000161270	O60500	membrane_protein	False	True	3723
NPHS2	ENSG00000116218	Q9NP85	membrane_protein	False	False	1149
NPIPA1	ENSG00000183426	Q9UND3	transport_protein	False	False	1050
NPIPA2	ENSG00000254852	E9PIF3	unknown	False	False	1107
NPIPA3	ENSG00000224712	F8WFD2	unknown	False	False	1050
NPIPA5	ENSG00000183793	E9PKD4	unknown	False	False	1050
NPIPA6	ENSG00000183889	P0DXC3	unknown	False	False	1107
NPIPA7	ENSG00000214967	E9PJI5	unknown	False	False	1107
NPIPA8	ENSG00000214940	P0DM63	unknown	False	False	1107
NPIPA9	ENSG00000233024	A0A0B4J1W7	unknown	False	False	1107
NPIPB11	ENSG00000254206	E5RHQ5	membrane_protein	False	False	3483
NPIPB12	ENSG00000169203	F8W0I5	membrane_protein	False	False	2784
NPIPB13	ENSG00000198064	A6NJU9	membrane_protein	False	False	3414
NPIPB15	ENSG00000196436	A6NHN6	secreted_protein	True	True	1329
NPIPB2	ENSG00000234719	A6NJ64	unknown	False	False	1191
NPIPB3	ENSG00000169246	Q92617	membrane_protein	False	False	3150
NPIPB5	ENSG00000243716	A8MRT5	membrane_protein	False	False	3399
NPIPB6	ENSG00000198156	E9PJ23	unknown	False	False	1275
NPIPB7	ENSG00000233232	O75200	secreted_protein	True	True	1242
NPIPB8	ENSG00000255524	E9PQR5	unknown	False	False	1296
NPIPB9	ENSG00000196993	F8W1W9	unknown	False	False	1296
NPL	ENSG00000135838	Q9BXD5	enzyme	False	False	960
NPLOC4	ENSG00000182446	Q8TAT6	unknown	False	False	1824
NPM1	ENSG00000181163	P06748	rna_binding	False	False	882
NPM2	ENSG00000158806	Q86SE8	regulator	False	False	642
NPM3	ENSG00000107833	O75607	unknown	False	False	534
NPNT	ENSG00000168743	Q6UXI9	secreted_protein	True	True	1695
NPPA	ENSG00000175206	P01160	secreted_hormone	True	True	453
NPPB	ENSG00000120937	P16860	secreted_hormone	True	True	402
NPPC	ENSG00000163273	P23582	secreted_hormone	True	True	378
NPR1	ENSG00000169418	P16066	receptor	False	True	3183
NPR2	ENSG00000159899	P20594	receptor	False	True	3141
NPR3	ENSG00000113389	P17342	receptor	False	True	1623
NPRL2	ENSG00000114388	Q8WTW4	membrane_protein	False	False	1140
NPRL3	ENSG00000103148	Q12980	membrane_protein	False	False	1707
NPS	ENSG00000214285	P0C0P6	secreted_neuropeptide	True	True	267
NPSR1	ENSG00000187258	Q6W5P4	gpcr	False	False	1113
NPTN	ENSG00000156642	Q9Y639	membrane_protein	False	True	1194
NPTX1	ENSG00000171246	Q15818	secreted_protein	True	True	1296
NPTX2	ENSG00000106236	P47972	secreted_protein	True	True	1293
NPTXR	ENSG00000221890	O95502	receptor	False	False	1500
NPVF	ENSG00000105954	Q9HCQ7	secreted_neuropeptide	True	True	588
NPW	ENSG00000183971	Q8N729	secreted_neuropeptide	True	True	495
NPY	ENSG00000122585	P01303	secreted_neuropeptide	True	True	291
NPY1R	ENSG00000164128	P25929	gpcr	False	False	1152
NPY2R	ENSG00000185149	P49146	gpcr	False	False	1143
NPY4R	ENSG00000204174	P50391	gpcr	False	False	1125
NPY4R2	ENSG00000264717	P0DQD5	gpcr	False	False	1125
NPY5R	ENSG00000164129	Q15761	gpcr	False	False	1335
NQO1	ENSG00000181019	P15559	enzyme	False	False	822
NQO2	ENSG00000124588	P16083	enzyme	False	False	693
NR0B1	ENSG00000169297	P51843	receptor	False	False	1410
NR0B2	ENSG00000131910	Q15466	receptor	False	False	771
NR1D1	ENSG00000126368	P20393	transcription_factor	False	False	1842
NR1D2	ENSG00000174738	Q14995	transcription_factor	False	False	1737
NR1H2	ENSG00000131408	P55055	transcription_factor	False	False	1380
NR1H3	ENSG00000025434	Q13133	transcription_factor	False	False	1341
NR1H4	ENSG00000012504	Q96RI1	transcription_factor	False	False	1458
NR1I2	ENSG00000144852	O75469	transcription_factor	False	False	1302
NR1I3	ENSG00000143257	Q14994	transcription_factor	False	False	1056
NR2C1	ENSG00000120798	P13056	transcription_factor	False	False	1809
NR2C2	ENSG00000177463	P49116	transcription_factor	False	False	1788
NR2C2AP	ENSG00000184162	Q86WQ0	unknown	False	False	417
NR2E1	ENSG00000112333	Q9Y466	transcription_factor	False	False	1155
NR2E3	ENSG00000278570	Q9Y5X4	transcription_factor	False	False	1230
NR2F1	ENSG00000175745	P10589	transcription_factor	False	False	1269
NR2F2	ENSG00000185551	P24468	transcription_factor	False	False	1242
NR2F6	ENSG00000160113	P10588	transcription_factor	False	False	1212
NR3C1	ENSG00000113580	P04150	transcription_factor	False	False	2331
NR3C2	ENSG00000151623	P08235	transcription_factor	False	False	2952
NR4A1	ENSG00000123358	P22736	transcription_factor	False	False	1794
NR4A2	ENSG00000153234	P43354	transcription_factor	False	False	1794
NR4A3	ENSG00000119508	Q92570	transcription_factor	False	False	1878
NR5A1	ENSG00000136931	Q13285	transcription_factor	False	False	1383
NR5A2	ENSG00000116833	O00482	transcription_factor	False	False	1623
NR6A1	ENSG00000148200	Q15406	transcription_factor	False	False	1440
NRAC	ENSG00000184601	Q8N912	membrane_protein	False	False	480
NRAP	ENSG00000197893	Q86VF7	unknown	False	False	5190
NRARP	ENSG00000198435	Q7Z6K4	unknown	False	False	342
NRAS	ENSG00000213281	P01111	enzyme	False	False	567
NRBF2	ENSG00000148572	Q96F24	unknown	False	False	861
NRBP1	ENSG00000115216	Q9UHY1	membrane_protein	False	False	1605
NRBP2	ENSG00000185189	Q9NSY0	unknown	False	False	1503
NRCAM	ENSG00000091129	Q92823	secreted_protein	True	True	3912
NRDC	ENSG00000078618	O43847	enzyme	False	True	3453
NRDE2	ENSG00000119720	Q9H7Z3	unknown	False	False	3492
NREP	ENSG00000134986	Q16612	unknown	False	False	204
NRF1	ENSG00000106459	Q16656	transcription_factor	False	False	1509
NRG1	ENSG00000157168	Q02297	secreted_growth_factor	True	False	1920
NRG2	ENSG00000158458	O14511	secreted_growth_factor	True	False	2550
NRG3	ENSG00000185737	P56975	secreted_growth_factor	True	False	2160
NRG4	ENSG00000169752	Q8WWG1	secreted_growth_factor	True	False	345
NRGN	ENSG00000154146	Q92686	unknown	False	False	234
NRIP1	ENSG00000180530	P48552	unknown	False	False	3474
NRIP2	ENSG00000053702	Q9BQI9	unknown	False	False	843
NRIP3	ENSG00000175352	Q9NQ35	unknown	False	False	723
NRK	ENSG00000123572	Q7Z2Y5	kinase	False	False	4746
NRL	ENSG00000129535	P54845	transcription_factor	False	False	711
NRM	ENSG00000137404	Q8IXM6	membrane_protein	False	False	786
NRN1	ENSG00000124785	Q9NPD7	membrane_protein	False	True	426
NRN1L	ENSG00000188038	Q496H8	membrane_protein	False	True	495
NRP1	ENSG00000099250	O14786	secreted_protein	True	True	2769
NRP2	ENSG00000118257	O60462	secreted_protein	True	True	2793
NRROS	ENSG00000174004	Q86YC3	membrane_protein	False	True	2076
NRSN1	ENSG00000152954	Q8IZ57	membrane_protein	False	False	585
NRSN2	ENSG00000125841	Q9GZP1	membrane_protein	False	False	612
NRTN	ENSG00000171119	Q99748	secreted_growth_factor	True	True	591
NRXN1	ENSG00000179915	Q9ULB1	membrane_protein	False	True	4431
NRXN2	ENSG00000110076	Q9P2S2	membrane_protein	False	True	5136
NRXN3	ENSG00000021645	Q9Y4C0	membrane_protein	False	True	4929
NSA2	ENSG00000164346	O95478	unknown	False	False	780
NSD1	ENSG00000165671	Q96L73	enzyme	False	False	8088
NSD2	ENSG00000109685	O96028	transcription_factor	False	False	4095
NSD3	ENSG00000147548	Q9BZ95	enzyme	False	False	4311
NSDHL	ENSG00000147383	Q15738	lipid_droplet	False	False	1119
NSF	ENSG00000073969	P46459	transport_protein	False	False	2232
NSFL1C	ENSG00000088833	Q9UNZ2	cytoskeletal	False	False	1110
NSG1	ENSG00000168824	P42857	membrane_protein	False	False	555
NSG2	ENSG00000170091	Q9Y328	membrane_protein	False	False	513
NSL1	ENSG00000117697	Q96IY1	unknown	False	False	843
